sample_id,run_id,group,severity,bad_name,ground_truth,current_token_prob,current_token_rank,gt_token_prob,gt_token_rank,entropy,argmax_confidence,argmax_decoded,top5
358,6,control,none,,response,1.5733020575225964e-07,439.0,1.5733020575225964e-07,439.0,0.5296777486801147,0.7965868711471558,,"[["","", 0.7965868711471558], ["","", 0.20140871405601501], ["""", 0.0006823832518421113], ["","", 9.23505358514376e-05], ["""", 3.7312991480575874e-05]]"
358,6,mask,full,,response,2.646100449865685e-09,89436.0,0.0002034319913946092,5.0,0.4194026291370392,0.8823391199111938,,"[["","", 0.8823391199111938], ["","", 0.1121768206357956], ["""", 0.0015031705843284726], ["","", 0.000667027838062495], [""response"", 0.0002034319913946092]]"
362,6,smell,severe,a1,valueString,9.287905902510829e-05,42.5,7.710921067882737e-06,216.5,0.39673709869384766,0.7540439963340759,1,"[[""1"", 0.9941930174827576], [""2"", 0.0023150502238422632], [""0"", 0.0011640803422778845], [""3"", 0.00028527015820145607], [""String"", 0.0002597414131741971]]"
362,6,smell,moderate,data,valueString,2.823516751959687e-06,128.0,4.3047060671597137e-07,931.0,0.7694131135940552,0.5126549005508423,,"[["","", 0.5126549005508423], ["","", 0.4815947115421295], [""Path"", 0.0003875551628880203], [""String"", 0.00037563135265372694], [""\uff0c"", 0.00026636250549927354]]"
362,6,smell,mild,temp1,valueString,4.3947293306700885e-05,30.0,7.777679911669111e-06,109.5,0.4967062473297119,0.7471650838851929,1,"[[""1"", 0.9641652703285217], [""2"", 0.013753077946603298], [""String"", 0.005733136087656021], [""3"", 0.0027081419248133898], [""Str"", 0.0022451283875852823]]"
362,6,control,none,,valueString,3.349316983758399e-07,1070.0,3.349316983758399e-07,1070.0,0.43066927790641785,0.7579400539398193,String,"[[""String"", 0.9851952195167542], [""Str"", 0.0021551058162003756], [""Name"", 0.001678398228250444], [""ToString"", 0.0014811810106039047], [""Field"", 0.00139144086278975]]"
362,6,mask,full,,valueString,2.826629286190041e-08,93064.5,0.00026128919125767425,59.5,2.357039451599121,0.4778599739074707,Name,"[[""Name"", 0.3947141766548157], [""Field"", 0.06859103590250015], [""Value"", 0.056863974779844284], ["""", 0.04714188724756241], [""String"", 0.032400112599134445]]"
363,6,smell,severe,xx,source,4.092084679996333e-07,44.0,8.20747203533756e-09,1295.0,0.04559734836220741,0.994101345539093,,"[["""", 0.994101345539093], ["""", 0.003585289465263486], ["""", 0.000851580873131752], [""="", 0.0005498219397850335], ["""", 0.0003334838547743857]]"
363,6,smell,moderate,data,source,8.559283060094458e-07,39.0,2.0855995899182744e-06,29.0,0.1145121306180954,0.9822059869766235,,"[["""", 0.9822059869766235], ["""", 0.009629209525883198], [""="", 0.0045485165901482105], ["""", 0.002018391853198409], ["""", 0.0003507438814267516]]"
363,6,smell,mild,temp1,source,2.2472184058486278e-05,98.0,3.818159299839863e-08,157.0,0.04881572723388672,0.9932610392570496,1,"[[""1"", 0.9972165822982788], [""2"", 0.0020492379553616047], [""3"", 0.00033452888601459563], [""File"", 0.00013100341311655939], [""0"", 9.584413783159107e-05]]"
363,6,control,none,,source,2.5433624273318856e-07,66.0,2.5433624273318856e-07,66.0,0.08630929887294769,0.9873470067977905,,"[["""", 0.9873470067977905], ["""", 0.007081753108650446], ["""", 0.00229910877533257], [""="", 0.001906028133817017], ["""", 0.0004252923827152699]]"
363,6,mask,full,,source,4.9756514880483493e-11,89941.0,8.894035090634134e-06,13.0,0.040051184594631195,0.9948833584785461,,"[["""", 0.9948833584785461], ["""", 0.002794422907754779], ["""", 0.0012400175910443068], [""="", 0.0002945300075225532], ["""", 0.00027668531402014196]]"
366,6,smell,severe,a1,onthrowMethod,0.0001961886396202317,36.5,6.933326357483338e-08,23847.5,0.6748995780944824,0.8469945788383484,1,"[[""1"", 0.9902614951133728], [""2"", 0.0035714406985789537], [""3"", 0.001911654369905591], [""0"", 0.0013138595968484879], [""4"", 0.00048334195162169635]]"
366,6,smell,moderate,data,onthrowMethod,0.00017221497546415776,26.0,3.679920439481066e-07,7811.0,1.0271050930023193,0.8203558921813965,,"[["";"", 0.8203558921813965], ["";"", 0.0632590502500534], ["";"", 0.03386013209819794], ["";"", 0.024772601202130318], ["";"", 0.018124021589756012]]"
366,6,smell,mild,result1,onthrowMethod,0.0005869905653526075,9.0,1.3088860773002864e-07,7636.5,0.4824862480163574,0.9088274836540222,1,"[[""1"", 0.9958928823471069], [""2"", 0.002319008344784379], [""0"", 0.0011660706950351596], [""3"", 0.00022961292415857315], [""4"", 3.9900740375742316e-05]]"
366,6,control,none,,onthrowMethod,2.199061364498156e-07,44336.0,2.199061364498156e-07,44336.0,0.40669047832489014,0.875870406627655,throwMethod,"[[""throw"", 0.9993820190429688], [""throws"", 0.00043047635699622333], [""throw"", 7.02733377693221e-05], [""throwing"", 2.4285813196911477e-05], [""thrown"", 1.5680101569159888e-05]]"
366,6,mask,full,,onthrowMethod,6.036115109897659e-08,86316.33333333333,1.7028642509501573e-06,47627.666666666664,0.5555510520935059,0.8765479922294617,throwMethod,"[[""throw"", 0.9997078776359558], [""throws"", 0.00023049251467455178], [""throw"", 2.014021265495103e-05], [""Throw"", 5.42066436537425e-06], ["".throw"", 4.783719759871019e-06]]"
372,6,smell,severe,x,equal,0.00011061781697208062,18.0,0.00012534639972727746,17.0,0.16741862893104553,0.9844428896903992,s,"[[""s"", 0.9844428896903992], [""equals"", 0.0020229883957654238], [""equals"", 0.0019004218047484756], [""ss"", 0.0013061395147815347], [""eq"", 0.000843307061586529]]"
372,6,smell,moderate,tmp,equal,1.0881226586434423e-07,1685.0,8.972168143372983e-05,9.0,0.06849482655525208,0.9937216639518738,s,"[[""s"", 0.9937216639518738], [""equals"", 0.0020420560613274574], [""eq"", 0.0007512304582633078], [""equals"", 0.00022911233827471733], [""l"", 0.00018994079437106848]]"
372,6,smell,mild,temp1,equal,1.6015677317682275e-06,227.5,1.5522326066275127e-05,30.0,0.1494884490966797,0.98358553647995,1s,"[[""1"", 0.9893261194229126], [""2"", 0.003148808376863599], [""3"", 0.0014873916516080499], [""0"", 0.0014873916516080499], [""I"", 0.000660026038531214]]"
372,6,control,none,,equal,7.833650670363568e-06,63.0,7.833650670363568e-06,63.0,0.08909371495246887,0.9929431080818176,s,"[[""s"", 0.9929431080818176], [""i"", 0.0010260058334097266], [""ss"", 0.000850588665343821], [""l"", 0.0002761457290034741], [""ignore"", 0.0002594148681964725]]"
372,6,mask,full,,equal,1.159115647908493e-08,100453.0,0.02371201477944851,3.0,1.6264455318450928,0.7376591563224792,s,"[[""s"", 0.7376591563224792], [""i"", 0.10626988112926483], [""equal"", 0.02371201477944851], [""equals"", 0.01965794898569584], [""equals"", 0.010522142052650452]]"
377,6,smell,severe,x,listener,0.00023241041344590485,20.0,1.7469646991230547e-06,1075.0,1.464884638786316,0.4473089873790741,,"[["""", 0.4473089873790741], ["""", 0.3708321750164032], ["")"", 0.1281561702489853], ["")"", 0.008192749693989754], ["")"", 0.0076963757164776325]]"
377,6,smell,moderate,bar,listener,0.0003341230913065374,18.0,2.683953198356903e-06,596.0,1.4173628091812134,0.5500472784042358,,"[["""", 0.5500472784042358], ["""", 0.33362051844596863], ["")"", 0.06171359121799469], ["")"", 0.007846002466976643], ["""", 0.005065760109573603]]"
377,6,smell,mild,value1,listener,0.00026319420694420614,15.5,7.621506981081438e-09,402.0,0.38911426067352295,0.845626950263977,1,"[[""1"", 0.9952196478843689], [""2"", 0.0021770342718809843], [""0"", 0.0016954761231318116], [""3"", 0.0006639579078182578], [""4"", 8.985693420981988e-05]]"
377,6,control,none,,listener,3.930846332877991e-07,197.0,3.930846332877991e-07,197.0,0.6839122772216797,0.7208199501037598,,"[["""", 0.7208199501037598], ["""", 0.26517486572265625], ["")"", 0.005503528285771608], ["""", 0.005170085933059454], ["")"", 0.0006996950833126903]]"
377,6,mask,full,,listener,4.853112356428824e-10,91971.0,1.4549769389304856e-07,139.0,0.5788235068321228,0.7720309495925903,,"[["""", 0.7720309495925903], ["""", 0.22119057178497314], ["""", 0.005201903637498617], ["""", 0.0002589875366538763], ["")"", 0.00018947933858726174]]"
379,6,smell,severe,xx,vPath,0.009133460931479931,7.0,1.3947845218353905e-05,1263.0,3.2889482975006104,0.547681987285614,,"[["","", 0.547681987285614], ["""", 0.1384756863117218], ["";"", 0.029026079922914505], [""."", 0.024063466116786003], ["";"", 0.017063554376363754]]"
379,6,smell,moderate,data,vPath,0.001146651804447174,10.0,1.3114902230881853e-06,2007.0,0.5295155644416809,0.9491778612136841,,"[["","", 0.9491778612136841], ["";"", 0.006598525680601597], [""\uff0c"", 0.0038790730759501457], ["","", 0.0035319363232702017], ["""", 0.002928077941760421]]"
379,6,smell,mild,item,vPath,0.0005066911689937115,23.0,3.6342460134619614e-06,1470.0,1.215038537979126,0.8606142997741699,,"[["","", 0.8606142997741699], ["""", 0.029448600485920906], ["","", 0.015277733094990253], ["";"", 0.006779453717172146], ["";"", 0.006368706468492746]]"
379,6,control,none,,vPath,2.5962140142610224e-05,262.0,2.5962140142610224e-05,262.0,0.399789959192276,0.956975519657135,Path,"[[""Path"", 0.9984456896781921], [""path"", 0.0004873366269748658], [""Name"", 0.0001232179783983156], [""Dir"", 8.468639862257987e-05], [""_path"", 3.877226117765531e-05]]"
379,6,mask,full,,vPath,2.5023762784126546e-09,98423.0,0.0001768787756191159,106.0,0.27992504835128784,0.9664661884307861,Path,"[[""Path"", 0.9786771535873413], [""Name"", 0.007954214699566364], [""Dir"", 0.003529661102220416], [""path"", 0.0025823551695793867], [""Prefix"", 0.0020111401099711657]]"
380,6,smell,severe,a,webSocketClient,9.004487711017362e-10,204.0,9.490660340949475e-11,902.0,5.538288314710371e-05,0.9999971389770508,copy,"[[""copy"", 0.9999971389770508], ["".copy"", 4.737894130357745e-07], [""Copy"", 3.9278521057894977e-07], [""_copy"", 2.6995707003152347e-07], [""count"", 1.1253485610041025e-07]]"
380,6,smell,moderate,val,webSocketClient,0.00010699372796807438,14.0,1.0467266520208796e-07,10015.0,0.3191758692264557,0.9521902799606323,,"[["","", 0.9521902799606323], ["","", 0.030608108267188072], [""."", 0.004142357036471367], ["""", 0.0020829078275710344], [""_,"", 0.0018381597474217415]]"
380,6,smell,mild,item,webSocketClient,0.00021021111751906574,8.0,1.4582833784970717e-07,3382.0,0.2260579764842987,0.9705443382263184,,"[["","", 0.9705443382263184], ["","", 0.010128539986908436], [""."", 0.006961235776543617], ["""", 0.004784382879734039], ["","", 0.0012876992113888264]]"
380,6,control,none,,webSocketClient,9.554333379087805e-08,5533.333333333333,9.554333379087805e-08,5533.333333333333,0.03731939196586609,0.9934913516044617,SocketClient,"[[""Socket"", 0.9999310970306396], [""Socket"", 1.7777645552996546e-05], [""socket"", 1.1478108717710711e-05], [""_socket"", 7.888780601206236e-06], [""So"", 2.5611122964619426e-06]]"
380,6,mask,full,,webSocketClient,9.493161015674638e-10,103681.0,5.942420782297416e-08,809.3333333333334,0.019349955022335052,0.9980584979057312,SocketClient,"[[""Socket"", 0.9999039173126221], [""WebSocket"", 5.143991802469827e-05], [""_socket"", 1.2218050869705621e-05], [""socket"", 7.410622856696136e-06], [""Client"", 5.421727109933272e-06]]"
381,6,smell,severe,a1,toBeReturned,9.282303524704716e-07,1880.5,2.5321811869538635e-09,22732.5,0.04657929018139839,0.9935925006866455,1,"[[""1"", 0.9978042244911194], [""0"", 0.0019262153655290604], [""2"", 0.0001231388159794733], [""3"", 2.747598773567006e-05], [""List"", 1.666502794250846e-05]]"
381,6,smell,moderate,data,toBeReturned,2.2274808486599795e-07,157.0,2.6547593012793413e-09,54389.0,0.08634935319423676,0.9875413775444031,,"[["")"", 0.9875413775444031], ["")"", 0.009681515395641327], ["")"", 0.0009005211759358644], ["""", 0.0004820142930839211], ["","", 0.00020093344210181385]]"
381,6,smell,mild,myVar,toBeReturned,8.655049121841785e-08,11205.5,1.1904146800245652e-09,50939.5,0.033524367958307266,0.9953073859214783,Var,"[[""Var"", 0.9998144507408142], [""var"", 1.8921993614640087e-05], [""Var"", 1.6698601029929705e-05], [""Value"", 1.4736463526787702e-05], [""Param"", 1.0781427590700332e-05]]"
381,6,control,none,,toBeReturned,2.1258574493347265e-08,21914.666666666668,2.1258574493347265e-08,21914.666666666668,0.0720258504152298,0.9879016876220703,BeReturned,"[[""Be"", 0.9810050129890442], [""be"", 0.01796773448586464], [""_be"", 0.00027282562223263085], [""be"", 0.00018751011521089822], [""toBe"", 7.81658454798162e-05]]"
381,6,mask,full,,toBeReturned,2.756612669611395e-10,110997.66666666667,8.507246425833634e-09,2219.3333333333335,0.018163228407502174,0.9976789951324463,BeReturned,"[[""Be"", 0.9994683861732483], [""be"", 0.0004044300294481218], [""_be"", 3.533870403771289e-05], [""toBe"", 2.013538687606342e-05], [""be"", 1.1472797268652357e-05]]"
382,6,smell,severe,x,array,6.376055239343259e-07,46.0,4.994112146050611e-08,336.0,0.19602070748806,0.9542819857597351,,"[["")"", 0.9542819857597351], ["")"", 0.04463236406445503], ["")"", 0.00043756028753705323], [""]"", 0.00012536311987787485], [""[])"", 7.142975664464757e-05]]"
382,6,smell,moderate,bar,array,4.623569793693605e-07,51.0,3.435945643559535e-07,65.0,0.12431013584136963,0.9758673906326294,,"[["")"", 0.9758673906326294], ["")"", 0.022950202226638794], ["")"", 0.00047631628694944084], [""]"", 0.00016461049381177872], ["""", 4.4304313632892445e-05]]"
382,6,smell,mild,result1,array,1.8316981215349415e-05,665.5,6.980307716730749e-06,26.0,0.16062626242637634,0.9716794490814209,1,"[[""1"", 0.9717394709587097], [""0"", 0.016719700768589973], [""2"", 0.006969808135181665], [""Array"", 0.001762243453413248], [""3"", 0.0011377899209037423]]"
382,6,control,none,,array,8.793703898390959e-08,141.0,8.793703898390959e-08,141.0,0.22806903719902039,0.9425703287124634,,"[["")"", 0.9425703287124634], ["")"", 0.0566057451069355], ["")"", 0.000381406513042748], [""]"", 7.994714542292058e-05], ["""", 1.9591891032177955e-05]]"
382,6,mask,full,,array,7.549774139192778e-10,95364.0,9.041294106282294e-06,13.0,0.21783438324928284,0.9500807523727417,,"[["")"", 0.9500807523727417], ["")"", 0.04730173572897911], ["")"", 0.0017229656223207712], [""]"", 6.0828126152046025e-05], ["""", 5.368063284549862e-05]]"
387,6,smell,severe,xx,unstubbedIterator,3.032030326721724e-05,30.0,1.0935208649698325e-07,8337.0,0.23416750133037567,0.9717146754264832,,"[["""", 0.9717146754264832], ["""", 0.014754707925021648], [""."", 0.0029053743928670883], [""="", 0.0007579122320748866], ["""", 0.0007119926158338785]]"
387,6,smell,moderate,bar,unstubbedIterator,1.7860635125543922e-05,35.0,2.8141052155206125e-08,16587.0,0.19416239857673645,0.9736908674240112,,"[["""", 0.9736908674240112], ["""", 0.015738246962428093], [""."", 0.0024135385174304247], ["""", 0.0011400748044252396], [""="", 0.0009451551595702767]]"
387,6,smell,mild,myVar,unstubbedIterator,1.423398040545365e-06,2479.0,1.3771760912217879e-08,25591.5,0.3605087101459503,0.9063228368759155,Var,"[[""Var"", 0.999881386756897], [""var"", 1.7776761524146423e-05], [""Variable"", 1.0128891517524607e-05], [""Val"", 7.410455964418361e-06], [""Var"", 5.771268661192153e-06]]"
387,6,control,none,,unstubbedIterator,1.2999778871147782e-06,109.75,1.2999778871147782e-06,109.75,0.11343333125114441,0.9784330725669861,stubbedIterator,"[[""stub"", 0.9974023103713989], [""stick"", 0.0006250985898077488], [""stub"", 0.0006250985898077488], [""stu"", 0.00013102780212648213], [""stem"", 8.459790115011856e-05]]"
387,6,mask,full,,unstubbedIterator,1.893223237144255e-09,102130.5,5.160022708630696e-07,1378.0,0.07191518694162369,0.9885779619216919,stubbedIterator,"[[""stub"", 0.9996955394744873], [""stub"", 7.029537664493546e-05], ["".stub"", 2.9303471819730476e-05], [""stick"", 2.143887832062319e-05], [""Stub"", 2.0139963453402743e-05]]"
396,6,smell,severe,xx,secretSettings,0.00026919550145976245,9.0,2.9441287097142776e-06,158.0,0.27194416522979736,0.9679521322250366,,"[["""", 0.9679521322250366], ["""", 0.011446483433246613], [""="", 0.006522010080516338], [""."", 0.0028941244818270206], ["""", 0.0012842599535360932]]"
396,6,smell,moderate,data,secretSettings,2.8503311114036478e-05,25.0,8.166334737325087e-06,43.0,0.4302525520324707,0.9134831428527832,,"[["""", 0.9134831428527832], [""="", 0.05485892668366432], ["""", 0.017810087651014328], [""."", 0.006551964208483696], ["""", 0.0015562281478196383]]"
396,6,smell,mild,temp1,secretSettings,0.0002935827305918792,10.0,2.2154026648735226e-06,191.0,0.24970470368862152,0.9567424058914185,1,"[[""1"", 0.9973067045211792], [""2"", 0.0015960923628881574], [""0"", 0.0003345591248944402], [""3"", 0.0002952474169433117], ["""", 9.585279622115195e-05]]"
396,6,control,none,,secretSettings,2.2924042131222677e-07,1029.5,2.2924042131222677e-07,1029.5,0.04807301610708237,0.9930456280708313,Settings,"[[""Settings"", 0.9989595413208008], [""Settings"", 0.0006260745576582849], [""Setting"", 7.024363003438339e-05], [""Keys"", 6.19897764408961e-05], [""_settings"", 4.827769225812517e-05]]"
396,6,mask,full,,secretSettings,1.1958266836606044e-10,104074.5,6.039626124332287e-06,170.5,0.043053802102804184,0.9940534234046936,Settings,"[[""Settings"", 0.9997997879981995], [""Settings"", 0.00016864742792677134], [""_settings"", 1.221677848661784e-05], [""settings"", 2.7259318358119344e-06], [""Details"", 1.8735037201622617e-06]]"
397,6,smell,severe,x,positionCount,6.559739267686382e-05,15.0,1.3692263678422023e-07,489.0,0.4670039713382721,0.8763631582260132,,"[["""", 0.8763631582260132], [""="", 0.10466665774583817], ["""", 0.009735516272485256], [""="", 0.00432010879740119], ["""", 0.0014025340788066387]]"
397,6,smell,moderate,data,positionCount,0.00017943524289876223,14.0,2.866083264052577e-07,597.0,0.8567867875099182,0.5024816989898682,,"[[""="", 0.5024816989898682], ["""", 0.4720378518104553], ["""", 0.012579383328557014], [""="", 0.004083927720785141], ["""", 0.002636781893670559]]"
397,6,smell,mild,value1,positionCount,4.08500464530448e-05,25.0,1.087122158627274e-06,752.5,0.12094022333621979,0.978533148765564,1,"[[""1"", 0.99649977684021], [""0"", 0.002979480428621173], [""2"", 0.0003558481694199145], [""Count"", 5.457108636619523e-05], [""3"", 2.744006815191824e-05]]"
397,6,control,none,,positionCount,9.382197596607966e-07,630.0,9.382197596607966e-07,630.0,0.08414414525032043,0.9863804578781128,Count,"[[""Count"", 0.9984204769134521], [""Length"", 0.00026084587443619967], [""Index"", 0.00012321487884037197], [""_count"", 9.595984010957181e-05], [""Num"", 7.020572229521349e-05]]"
397,6,mask,full,,positionCount,5.3587521142624836e-11,104925.0,0.0003073989055195625,7.0,0.05957558751106262,0.9903483390808105,Count,"[[""Count"", 0.9999914169311523], [""_count"", 2.123364765793667e-06], [""Position"", 1.067694824996579e-06], [""Count"", 1.0030064458987908e-06], [""count"", 8.851500865603157e-07]]"
398,6,smell,severe,a,elements,1.4615708643361813e-09,157.0,5.834739375681908e-12,9496.0,7.176696817623451e-05,0.9999959468841553,copy,"[[""copy"", 0.9999959468841553], ["".copy"", 8.851541224430548e-07], [""Copy"", 6.475926284110756e-07], [""copy"", 2.6995675739271974e-07], [""_copy"", 2.238020186950962e-07]]"
398,6,smell,moderate,val,elements,4.882269877271028e-06,27.0,3.238646328895811e-08,5438.0,0.7135334014892578,0.6587571501731873,,"[["")"", 0.6587571501731873], ["")"", 0.3312438726425171], ["")"", 0.0060669430531561375], ["""", 0.0011946519371122122], ["")"", 0.0007245930610224605]]"
398,6,smell,mild,value1,elements,7.319043282549842e-06,85.5,6.885127135092262e-09,718.0,0.3006541132926941,0.8972278833389282,1,"[[""1"", 0.9985792636871338], [""0"", 0.0007091654115356505], [""2"", 0.0006258362554945052], [""3"", 1.0436807315272745e-05], ["""", 4.631305273505859e-06]]"
398,6,control,none,,elements,4.476700269151479e-06,44.0,4.476700269151479e-06,44.0,0.7043291330337524,0.6738488674163818,,"[["")"", 0.6738488674163818], ["")"", 0.3183036744594574], ["""", 0.002144713420420885], ["")"", 0.0017780298367142677], [""]"", 0.0005094140651635826]]"
398,6,mask,full,,elements,2.5420667792985796e-09,99126.0,0.0019130846485495567,5.0,0.505146861076355,0.8745565414428711,,"[["")"", 0.8745565414428711], ["")"", 0.10445088148117065], ["")"", 0.00805438682436943], ["""", 0.0058927154168486595], [""elements"", 0.0019130846485495567]]"
399,6,smell,severe,a1,classVisitor,9.653110256202524e-05,1300.0,5.212921280417504e-06,73.0,0.26038283109664917,0.9555875062942505,1,"[[""1"", 0.9916239380836487], [""2"", 0.0029649019706994295], [""0"", 0.002785267774015665], [""3"", 0.000904244021512568], [""Class"", 0.0007042259094305336]]"
399,6,smell,moderate,val,classVisitor,1.2637800864467863e-05,36.0,2.0152733668510336e-06,134.0,0.2660491168498993,0.956529974937439,,"[["")"", 0.956529974937439], ["")"", 0.027134668081998825], ["")"", 0.010626088827848434], ["")."", 0.00042509700870141387], ["")"", 0.0003110076067969203]]"
399,6,smell,mild,value1,classVisitor,0.00014387090119072354,118.0,3.846088276304727e-06,94.5,0.2792109549045563,0.9475811123847961,1,"[[""1"", 0.9824800491333008], [""0"", 0.010914367623627186], [""2"", 0.004843221046030521], [""3"", 0.0008959058322943747], [""4"", 0.00019990361761301756]]"
399,6,control,none,,classVisitor,7.957400519204016e-07,32586.5,7.957400519204016e-07,32586.5,0.11924652010202408,0.9810457229614258,Visitor,"[[""Visitor"", 0.9997879862785339], [""Visit"", 5.143395537743345e-05], [""Viewer"", 3.5350003599887714e-05], [""visitor"", 2.2823678591521457e-05], [""Visitor"", 1.7775100786820985e-05]]"
399,6,mask,full,,classVisitor,2.1564099256243807e-09,79891.0,3.4771703738556425e-07,292.5,0.1022513210773468,0.9869192242622375,Visitor,"[[""Visitor"", 0.9995583891868591], ["""", 9.606921230442822e-05], [""Visitor"", 7.481878128601238e-05], [""Viewer"", 5.473858618643135e-05], [""Visit"", 5.473858618643135e-05]]"
406,6,smell,severe,a1,context,1.577478485792483e-05,100.5,7.728984741106615e-08,56.0,0.13731347024440765,0.9742532968521118,1,"[[""1"", 0.999297022819519], [""0"", 0.00040436070412397385], [""2"", 0.00019100647477898747], [""3"", 4.261930371285416e-05], [""4"", 4.090050879312912e-06]]"
406,6,smell,moderate,bar,context,3.815793388639577e-05,12.0,5.931375994805421e-07,315.0,0.14928413927555084,0.9826258420944214,,"[["")"", 0.9826258420944214], ["")"", 0.007986307144165039], ["")"", 0.0029379981569945812], ["""", 0.0020192544907331467], [""]"", 0.0003508938243612647]]"
406,6,smell,mild,item,context,3.6588280636351556e-05,21.0,8.423100553045515e-06,60.0,0.35345086455345154,0.9422048330307007,,"[["")"", 0.9422048330307007], ["")"", 0.034319810569286346], ["")"", 0.01186060905456543], ["""", 0.0033981213346123695], ["")."", 0.0003812586364801973]]"
406,6,control,none,,context,1.0806258643469846e-07,319.0,1.0806258643469846e-07,319.0,0.1896347552537918,0.9602560997009277,,"[["")"", 0.9602560997009277], ["")"", 0.03723317012190819], ["")"", 0.001196858356706798], ["")."", 8.670012175571173e-05], ["""", 6.343115819618106e-05]]"
406,6,mask,full,,context,1.0615613943443236e-09,94784.0,1.3610215319204144e-06,55.0,0.1857735961675644,0.9622076153755188,,"[["")"", 0.9622076153755188], ["")"", 0.035048410296440125], ["")"", 0.0013589743757620454], ["")."", 5.609156869468279e-05], [""))"", 4.368416193756275e-05]]"
422,6,smell,severe,a1,resolverChain,0.00033645003145466035,19.0,4.927088673944979e-06,2203.5,0.9401975274085999,0.7805660963058472,1,"[[""1"", 0.9902978539466858], [""0"", 0.006672574207186699], [""2"", 0.0009030347573570907], [""3"", 0.0005830430309288204], [""Chain"", 0.00029317245935089886]]"
422,6,smell,moderate,foo,resolverChain,0.0003059463924728334,26.0,9.91176420939155e-06,304.0,1.8573729991912842,0.6672431826591492,,"[["";"", 0.6672431826591492], ["";"", 0.09030154347419739], ["";"", 0.0796908363699913], ["";"", 0.0332200825214386], ["";"", 0.020148998126387596]]"
422,6,smell,mild,result1,resolverChain,0.0004143138543213354,12.5,1.3083333433527855e-05,288.0,0.7692000865936279,0.8340227603912354,1,"[[""1"", 0.9840823411941528], [""0"", 0.012387768365442753], [""2"", 0.002764084842056036], [""3"", 0.0004512244195211679], [""4"", 5.7366745750186965e-05]]"
422,6,control,none,,resolverChain,1.132208928833478e-07,4035.5,1.132208928833478e-07,4035.5,0.5681479573249817,0.7707459926605225,Chain,"[[""Chain"", 0.9998669624328613], [""chain"", 4.539389192359522e-05], [""_chain"", 2.586465961940121e-05], [""Cache"", 7.88827492215205e-06], [""Chain"", 6.1433952396328095e-06]]"
422,6,mask,full,,resolverChain,1.3375573859435164e-08,99668.0,6.84866554578889e-07,148.5,0.4341590404510498,0.8659815788269043,Chain,"[[""Chain"", 0.9998891353607178], [""_chain"", 4.2644554923754185e-05], [""chain"", 2.586523442005273e-05], [""Chain"", 1.0782233403006103e-05], ["""", 5.421647074399516e-06]]"
423,6,smell,severe,xx,section,0.005333814769983292,6.0,2.648283953021746e-06,1419.0,1.0231136083602905,0.8694116473197937,,"[["")"", 0.8694116473197937], ["")"", 0.05557962507009506], ["")"", 0.008007003925740719], [""."", 0.008007003925740719], ["""", 0.006044004578143358]]"
423,6,smell,moderate,tmp,section,5.9954909374937415e-05,17.0,5.03810679219896e-06,89.0,0.2648230493068695,0.9661678075790405,,"[["")"", 0.9661678075790405], ["")"", 0.020052172243595123], ["")"", 0.003273427253589034], ["""", 0.001096460735425353], [""."", 0.00055133510613814]]"
423,6,smell,mild,myVar,section,4.160107630646337e-05,3859.5,1.0093143210099242e-08,8373.0,0.4872966706752777,0.9254482388496399,Var,"[[""Var"", 0.9987475872039795], [""Param"", 0.00013966650294605643], [""var"", 0.00010218218812951818], [""Var"", 6.597377796424553e-05], [""Val"", 5.1380433433223516e-05]]"
423,6,control,none,,section,1.9089375200564973e-05,23.0,1.9089375200564973e-05,23.0,0.20689603686332703,0.9776254296302795,,"[["")"", 0.9776254296302795], ["")"", 0.01020243763923645], ["")"", 0.0042530084028840065], ["")."", 0.000247554766247049], [""})"", 0.000247554766247049]]"
423,6,mask,full,,section,5.800866897942569e-09,87382.0,6.771699645469198e-06,38.0,0.3010611832141876,0.9426987767219543,,"[["")"", 0.9426987767219543], ["")"", 0.046934206038713455], ["")"", 0.005265872459858656], ["""", 0.00027908102492801845], ["""", 0.00020418001804500818]]"
425,6,smell,severe,a,expected,1.1598422133829445e-06,171.0,1.9232069803365448e-07,531.0,0.8531537055969238,0.5462237596511841,,"[["""", 0.5462237596511841], ["""", 0.4253994822502136], ["""", 0.01755833439528942], ["""", 0.003247964894399047], ["""", 0.0019699903205037117]]"
425,6,smell,moderate,val,expected,5.128826160216704e-05,19.0,2.2185126908880193e-06,137.0,0.6434688568115234,0.7764301300048828,,"[["""", 0.7764301300048828], ["""", 0.20897334814071655], ["""", 0.005231545306742191], ["""", 0.0016984341200441122], ["","", 0.001167315524071455]]"
425,6,smell,mild,myVar,expected,7.600480971259316e-07,7317.0,4.03958289041384e-08,1154.0,0.38688555359840393,0.8737825155258179,Var,"[[""Var"", 0.9988988637924194], [""var"", 0.0001909303682623431], [""Function"", 0.00010878885223064572], [""Variable"", 0.00010878885223064572], [""Func"", 0.00010219766409136355]]"
425,6,control,none,,expected,4.5343447709456086e-05,18.0,4.5343447709456086e-05,18.0,0.7101526856422424,0.7307054400444031,,"[["""", 0.7307054400444031], ["""", 0.25252506136894226], ["""", 0.005240989848971367], ["""", 0.0031788211781531572], ["","", 0.002325675217434764]]"
