model,mode,id,identifier,n_sites,consistent,agreed_pred,em,lev_sim,nw_sim,subtok_fuzzy,qual_char,copies_obf
DiffuCoder-7B,all-masked,681,match,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,expected,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,got,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,difference,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,at,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,with,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,random,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,runLen,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,run,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,pos,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,offset,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9292,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9192,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0429o,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0084rld,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9292W,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0648,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u06c8,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,missing,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,reset,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4444,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uE001,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,lowest,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,quotable,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf2FF,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,highest,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf188,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf288,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf188abc,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2222,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0429,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u04230o,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0084,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0192rld,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0081,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u011f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0082,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,abc,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0301,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0302,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uses,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u301,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u302,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4411d,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4411,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4412d,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0401,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0402,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u047f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u00a5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0405,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ua5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9191,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3041,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3000,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,like,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,data,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9999,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3051,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u300c,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3060,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3065,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u266a,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u30ea,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u30f3,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u53ef,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u611b,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3044,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3084,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3002,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,empty,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,input,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0000,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,smallest,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uFFFF,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,largest,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud800,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,udc00,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,surrogate,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud8ff,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,udcff,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,pair,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u6441,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ub413,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ua733,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf8fe,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ueedb,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u587f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u195f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4899,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf23d,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u49fd,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0aac,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u5792,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ufc22,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ufc3c,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ufc46,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u00aa,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u30f9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u8321,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u05e5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u181c,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud72b,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2019,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u99c9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2f2f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uc10c,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u82e1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2c4d,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u1ebc,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u6013,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u66dc,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ubbde,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u94a5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4726,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u74af,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3083,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u55b9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u000c,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0041,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u00df,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u015f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9066,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2123abc,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud266,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u43d7,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ue386,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uc9c0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4a6b,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9222,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u901f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u7410,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ua63f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u539b,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9596,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u482e,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9d47,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ucfe4,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u7b71,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uc280,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf26a,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u982f,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u862a,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u4edd,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf513,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ufda6,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u869d,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2ee0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ua216,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3ff6,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u3c70,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u89c0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9576,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud5ec,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ubfda,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u6cca,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u5bb3,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ubcea,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u554c,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u914e,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ufa4a,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uede3,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2990,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud2f5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2729,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u5141,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0f26,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uccd8,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u5413,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ud196,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ubbe2,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u51b9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9b48,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0dc8,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2195,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u21a2,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u21e9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u00e4,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u9d92,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0bc0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u06c5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf95b,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2458,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u2468,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0e20,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ue36e,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,ubfc1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0080,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u02dd,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,uf1b5,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u0cf3,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,u6059,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,mode,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,values,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,displayed,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,as,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,hex,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,curByteIndex,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,byteBufferLimit,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,aByte,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,called,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,too,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,681,end,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,682,databaseMetaData,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,682,catalogName,2,1.0,catalogName,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,682,schemaName,3,1.0,schemaName,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,682,tableName,1,1.0,sqlName,0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,682,keyColumnName,2,1.0,generatedColumnName,0.0,0.5789473684210527,0.5789473684210527,0.5,1.0,0.0
DiffuCoder-7B,all-masked,683,mProducerContext,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,image,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,invocation,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,mImageRequest,3,1.0,request,0.0,0.46153846153846156,0.46153846153846156,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,mImageConsumer,21,1.0,consumer,0.0,0.5,0.5,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,mThumbnailProducers,20,1.0,producersArray,0.0,0.1578947368421053,0.2894736842105263,0.25,0.9285714285714286,0.0
DiffuCoder-7B,all-masked,683,mProducer,12,1.0,branchProducer,0.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,secondImage,18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,firstImage,3,1.0,firstImage,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,683,thirdImage,6,1.0,finalImage,0.0,0.5,0.55,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,width,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,height,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,resizeOptions,9,1.0,resizeOptions,1.0,1.0,1.0,1.0,0.9230769230769231,0.0
DiffuCoder-7B,all-masked,683,desiredWidth,4,1.0,targetWidth,0.0,0.5,0.5416666666666666,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,desiredHeight,4,1.0,targetHeight,0.0,0.5384615384615384,0.5769230769230769,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,rotationAngle,2,1.0,rotationAngle,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,683,mockImage,5,1.0,encodedImage,0.0,0.5,0.5,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,683,mockProducer,4,1.0,Producer,0.0,0.6666666666666667,0.6666666666666666,0.5,1.0,0.0
DiffuCoder-7B,all-masked,683,images,3,1.0,encodedImages,0.0,0.3846153846153846,0.38461538461538464,0.5,1.0,0.0
DiffuCoder-7B,all-masked,683,callback,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,683,consumer,6,1.0,Consumer,0.0,0.875,0.875,1.0,1.0,0.0
DiffuCoder-7B,all-masked,684,set,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,hudson,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,jenkins,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,parent,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,extension,18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,type,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,parameter,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,value,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,not,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,instance,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,describableType,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,has,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,name,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,fqcn,3,1.0,aClassName,0.0,0.0,0.0,0.0,0.9,0.0
DiffuCoder-7B,all-masked,684,config,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,none,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,was,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,selected,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,idx,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,ex,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,id,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,load,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,components,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,because,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,been,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,assigned,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,yet,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,684,delta,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
